Package,Title,Version,Authors@R,Description,License,Encoding,LazyData,URL,BugReports,RoxygenNote,NeedsCompilation,Packaged,Author,Maintainer,Repository,Date/Publication,crandb_file_date,date,MD5sum,Type,VignetteBuilder,Collate,Language,Date,LazyLoad,Roxygen,SaveImage,Extends,ByteCompile,SystemRequirements,X-CRAN-Comment,X-CRAN-Original-Maintainer,Note,Remotes,X-CRAN-Original-Package,Suggest,Copyright,Additional_repositories,Biarch,URLNote,BuildManual,MailingList,Authors,RdMacros,X-schema.org-applicationCategory,X-schema.org-keywords,X-schema.org-isPartOf,Revision,Repository/R-Forge/Project,Repository/R-Forge/Revision
remotes,"R Package Installation from Remote Repositories, Including
'GitHub'",2.1.0,"c(
person(""Jim"", ""Hester"", , ""james.hester@rstudio.com"", role = c(""aut"", ""cre"")),
person(""Gábor"", ""Csárdi"", , ""csardi.gabor@gmail.com"", role = c(""aut"")),
person(""Hadley"", ""Wickham"", role = c(""aut"")),
person(""Winston"", ""Chang"", role = ""aut""),
person(""RStudio"", role = ""cph""),
person(""Martin"", ""Morgan"", role = ""aut""),
person(""Dan"", ""Tenenbaum"", role = ""aut""),
person(""Mango Solutions"", role = ""cph"")
)","Download and install R packages stored in 'GitHub',
'BitBucket', or plain 'subversion' or 'git' repositories. This package
provides the 'install_*' functions in 'devtools'.
Indeed most of the code was copied over from 'devtools'.",GPL (>= 2),UTF-8,NA,https://github.com/r-lib/remotes#readme,https://github.com/r-lib/remotes/issues,6.1.1,no,2019-06-24 20:53:53 UTC; jhester,"Jim Hester [aut, cre],
Gábor Csárdi [aut],
Hadley Wickham [aut],
Winston Chang [aut],
RStudio [cph],
Martin Morgan [aut],
Dan Tenenbaum [aut],
Mango Solutions [cph]",Jim Hester <james.hester@rstudio.com>,CRAN,2019-06-24 21:30:03 UTC,2019-06-25 00:14:21,2019-06-24T20:30:03+00:00,ebd638cd3a04f17bb83279ab43e57e1f,NA,knitr,NA,NA,NA,NA,NA,NA,NA,NA,"Subversion for install_svn, git for install_git",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
revealedPrefs,Revealed preferences and microeconomic rationality,0.1,NA,"Computation of (direct and indirect) revealed preferences, fast non-parametric tests of rationality axioms (WARP, SARP, GARP) and detection of axiom-consistent subpopulations.",GPL (>= 2),NA,NA,NA,NA,NA,yes,2014-06-23 19:17:16 UTC; bart,Julien Boelaert <jubo.stats@gmail.com>,Julien Boelaert <jubo.stats@gmail.com>,CRAN,2014-06-24 01:27:31,2014-06-23 19:27:32,2014-06-24T01:27:31+00:00,NA,Package,NA,NA,NA,2014-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
revealedPrefs,Revealed Preferences and Microeconomic Rationality,0.2,NA,"Computation of (direct and indirect) revealed preferences, fast non-parametric tests of rationality axioms (WARP, SARP, GARP), simulation of axiom-consistent data, and detection of axiom-consistent subpopulations.",GPL (>= 3),NA,NA,NA,NA,NA,yes,2014-11-29 16:18:28 UTC; jul,Julien Boelaert <jubo.stats@gmail.com>,Julien Boelaert <jubo.stats@gmail.com>,CRAN,2014-11-29 18:42:57,2014-11-29 12:45:29,2014-11-29T18:42:57+00:00,NA,Package,NA,NA,NA,2014-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
revealedPrefs,Revealed Preferences and Microeconomic Rationality,0.4,NA,"Computation of (direct and indirect) revealed preferences, fast non-parametric tests of rationality axioms (WARP, SARP, GARP), simulation of axiom-consistent data, and detection of axiom-consistent subpopulations. Rationality tests follow Varian (1982) <doi:10.2307/1912771>, axiom-consistent subpopulations follow Crawford and Pendakur (2012) <doi:10.1111/j.1468-0297.2012.02545.x>.",GPL (>= 3),NA,NA,NA,NA,NA,yes,2018-10-10 15:01:42 UTC; bart,Julien Boelaert <jubo.stats@gmail.com>,Julien Boelaert <jubo.stats@gmail.com>,CRAN,2018-10-10 16:00:20 UTC,2018-10-10 16:08:21,2018-10-10T15:00:20+00:00,919b5fd06d961f3eff526924fb1a23ac,Package,NA,NA,NA,2018-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
revealedPrefs,Revealed Preferences and Microeconomic Rationality,0.4.1,NA,"Computation of (direct and indirect) revealed preferences, fast non-parametric tests of rationality axioms (WARP, SARP, GARP), simulation of axiom-consistent data, and detection of axiom-consistent subpopulations. Rationality tests follow Varian (1982) <doi:10.2307/1912771>, axiom-consistent subpopulations follow Crawford and Pendakur (2012) <doi:10.1111/j.1468-0297.2012.02545.x>.",GPL (>= 3),NA,NA,NA,NA,NA,yes,2019-09-03 17:45:22 UTC; bart,Julien Boelaert <jubo.stats@gmail.com>,Julien Boelaert <jubo.stats@gmail.com>,CRAN,2019-09-05 02:10:05 UTC,2019-09-05 03:38:34,2019-09-05T01:10:05+00:00,fd87f32760cab7eca10a3a81890a783e,Package,NA,NA,NA,2019-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rlang,Functions for Base Types and Core R and 'Tidyverse' Features,0.1,"c(
person(""Lionel"", ""Henry"", ,""lionel@rstudio.com"", c(""aut"", ""cre"")),
person(""Hadley"", ""Wickham"", ,""hadley@rstudio.com"", ""aut""),
person(""RStudio"", role = ""cph"")
)","A toolbox for working with base types, core R features
like the condition system, and core 'Tidyverse' features like tidy
evaluation.",GPL-3,NA,true,https://github.com/tidyverse/rlang,https://github.com/tidyverse/rlang/issues,6.0.1,yes,2017-05-06 00:11:09 UTC; lionel,"Lionel Henry [aut, cre],
Hadley Wickham [aut],
RStudio [cph]",Lionel Henry <lionel@rstudio.com>,CRAN,2017-05-06 05:23:04 UTC,2017-05-06 05:26:55,2017-05-06T04:23:04+00:00,NA,NA,knitr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rlang,Functions for Base Types and Core R and 'Tidyverse' Features,0.1.1,"c(
person(""Lionel"", ""Henry"", ,""lionel@rstudio.com"", c(""aut"", ""cre"")),
person(""Hadley"", ""Wickham"", ,""hadley@rstudio.com"", ""aut""),
person(""RStudio"", role = ""cph"")
)","A toolbox for working with base types, core R features
like the condition system, and core 'Tidyverse' features like tidy
evaluation.",GPL-3,NA,true,"http://rlang.tidyverse.org, https://github.com/tidyverse/rlang",https://github.com/tidyverse/rlang/issues,6.0.1,yes,2017-05-17 18:50:03 UTC; lionel,"Lionel Henry [aut, cre],
Hadley Wickham [aut],
RStudio [cph]",Lionel Henry <lionel@rstudio.com>,CRAN,2017-05-18 05:16:00 UTC,2017-05-18 05:23:50,2017-05-18T04:16:00+00:00,NA,NA,knitr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rlang,Functions for Base Types and Core R and 'Tidyverse' Features,0.1.2,"c(
person(""Lionel"", ""Henry"", ,""lionel@rstudio.com"", c(""aut"", ""cre"")),
person(""Hadley"", ""Wickham"", ,""hadley@rstudio.com"", ""aut""),
person(""RStudio"", role = ""cph"")
)","A toolbox for working with base types, core R features
like the condition system, and core 'Tidyverse' features like tidy
evaluation.",GPL-3,NA,true,"http://rlang.tidyverse.org, https://github.com/tidyverse/rlang",https://github.com/tidyverse/rlang/issues,6.0.1,yes,2017-08-09 16:20:26 UTC; lionel,"Lionel Henry [aut, cre],
Hadley Wickham [aut],
RStudio [cph]",Lionel Henry <lionel@rstudio.com>,CRAN,2017-08-09 20:37:03 UTC,2017-08-09 20:38:58,2017-08-09T19:37:03+00:00,170f8cf7b61898040643515a1746a53a,NA,knitr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rlang,Functions for Base Types and Core R and 'Tidyverse' Features,0.1.4,"c(
person(""Lionel"", ""Henry"", ,""lionel@rstudio.com"", c(""aut"", ""cre"")),
person(""Hadley"", ""Wickham"", ,""hadley@rstudio.com"", ""aut""),
person(""RStudio"", role = ""cph"")
)","A toolbox for working with base types, core R features
like the condition system, and core 'Tidyverse' features like tidy
evaluation.",GPL-3,NA,true,"http://rlang.tidyverse.org, https://github.com/tidyverse/rlang",https://github.com/tidyverse/rlang/issues,6.0.1,yes,2017-11-04 11:22:57 UTC; lionel,"Lionel Henry [aut, cre],
Hadley Wickham [aut],
RStudio [cph]",Lionel Henry <lionel@rstudio.com>,CRAN,2017-11-05 15:47:40 UTC,2017-11-05 17:03:35,2017-11-05T14:47:40+00:00,daed5104d557c0cbfb4a654ec8ffb579,NA,knitr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rlang,Functions for Base Types and Core R and 'Tidyverse' Features,0.1.6,"c(
person(""Lionel"", ""Henry"", ,""lionel@rstudio.com"", c(""aut"", ""cre"")),
person(""Hadley"", ""Wickham"", ,""hadley@rstudio.com"", ""aut""),
person(""RStudio"", role = ""cph"")
)","A toolbox for working with base types, core R features
like the condition system, and core 'Tidyverse' features like tidy
evaluation.",GPL-3,NA,true,"http://rlang.tidyverse.org, https://github.com/tidyverse/rlang",https://github.com/tidyverse/rlang/issues,6.0.1,yes,2017-12-21 16:29:51 UTC; lionel,"Lionel Henry [aut, cre],
Hadley Wickham [aut],
RStudio [cph]",Lionel Henry <lionel@rstudio.com>,CRAN,2017-12-21 21:15:03 UTC,2017-12-21 21:27:13,2017-12-21T20:15:03+00:00,abc00c6662ace9b42c2c28240509e5fd,NA,knitr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rlang,Functions for Base Types and Core R and 'Tidyverse' Features,0.2.0,"c(
person(""Lionel"", ""Henry"", ,""lionel@rstudio.com"", c(""aut"", ""cre"")),
person(""Hadley"", ""Wickham"", ,""hadley@rstudio.com"", ""aut""),
person(""RStudio"", role = ""cph"")
)","A toolbox for working with base types, core R features
like the condition system, and core 'Tidyverse' features like tidy
evaluation.",GPL-3,NA,true,"http://rlang.tidyverse.org, https://github.com/r-lib/rlang",https://github.com/r-lib/rlang/issues,6.0.1,yes,2018-02-20 06:15:49 UTC; lionel,"Lionel Henry [aut, cre],
Hadley Wickham [aut],
RStudio [cph]",Lionel Henry <lionel@rstudio.com>,CRAN,2018-02-20 10:07:47 UTC,2018-02-20 10:14:28,2018-02-20T09:07:47+00:00,d2a9f5357a5de6de624b11e6da12275c,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rlang,Functions for Base Types and Core R and 'Tidyverse' Features,0.2.1,"c(
person(""Lionel"", ""Henry"", ,""lionel@rstudio.com"", c(""aut"", ""cre"")),
person(""Hadley"", ""Wickham"", ,""hadley@rstudio.com"", ""aut""),
person(""RStudio"", role = ""cph"")
)","A toolbox for working with base types, core R features
like the condition system, and core 'Tidyverse' features like tidy
evaluation.",GPL-3,NA,true,"http://rlang.tidyverse.org, https://github.com/r-lib/rlang",https://github.com/r-lib/rlang/issues,6.0.1,yes,2018-05-30 13:14:55 UTC; lionel,"Lionel Henry [aut, cre],
Hadley Wickham [aut],
RStudio [cph]",Lionel Henry <lionel@rstudio.com>,CRAN,2018-05-30 14:23:07 UTC,2018-05-30 14:26:21,2018-05-30T13:23:07+00:00,71ba956eb1f40b39f16dd28888753524,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rlang,Functions for Base Types and Core R and 'Tidyverse' Features,0.2.2,"c(
person(""Lionel"", ""Henry"", ,""lionel@rstudio.com"", c(""aut"", ""cre"")),
person(""Hadley"", ""Wickham"", ,""hadley@rstudio.com"", ""aut""),
person(""RStudio"", role = ""cph"")
)","A toolbox for working with base types, core R features
like the condition system, and core 'Tidyverse' features like tidy
evaluation.",GPL-3,NA,true,"http://rlang.tidyverse.org, https://github.com/r-lib/rlang",https://github.com/r-lib/rlang/issues,6.0.1,yes,2018-08-14 17:56:07 UTC; lionel,"Lionel Henry [aut, cre],
Hadley Wickham [aut],
RStudio [cph]",Lionel Henry <lionel@rstudio.com>,CRAN,2018-08-16 18:20:03 UTC,2018-08-16 18:26:42,2018-08-16T17:20:03+00:00,df2abf3a1936c503ed1edd4350ffb5f0,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rlang,Functions for Base Types and Core R and 'Tidyverse' Features,0.3.0,"c(
person(""Lionel"", ""Henry"", ,""lionel@rstudio.com"", c(""aut"", ""cre"")),
person(""Hadley"", ""Wickham"", ,""hadley@rstudio.com"", ""aut""),
person(""RStudio"", role = ""cph"")
)","A toolbox for working with base types, core R features
like the condition system, and core 'Tidyverse' features like tidy
evaluation.",GPL-3,UTF-8,true,"http://rlang.tidyverse.org, https://github.com/r-lib/rlang",https://github.com/r-lib/rlang/issues,6.1.0.9000,yes,2018-10-20 15:11:45 UTC; lionel,"Lionel Henry [aut, cre],
Hadley Wickham [aut],
RStudio [cph]",Lionel Henry <lionel@rstudio.com>,CRAN,2018-10-22 12:10:03 UTC,2018-10-22 12:14:27,2018-10-22T11:10:03+00:00,9780ccf8c8550a8883053988929ac02b,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rlang,Functions for Base Types and Core R and 'Tidyverse' Features,0.3.0.1,"c(
person(""Lionel"", ""Henry"", ,""lionel@rstudio.com"", c(""aut"", ""cre"")),
person(""Hadley"", ""Wickham"", ,""hadley@rstudio.com"", ""aut""),
person(""RStudio"", role = ""cph"")
)","A toolbox for working with base types, core R features
like the condition system, and core 'Tidyverse' features like tidy
evaluation.",GPL-3,UTF-8,true,"http://rlang.tidyverse.org, https://github.com/r-lib/rlang",https://github.com/r-lib/rlang/issues,6.1.0.9000,yes,2018-10-25 07:46:00 UTC; ripley,"Lionel Henry [aut, cre],
Hadley Wickham [aut],
RStudio [cph]",Lionel Henry <lionel@rstudio.com>,CRAN,2018-10-25 08:24:20 UTC,2018-10-25 08:26:25,2018-10-25T07:24:20+00:00,f2cfb8d125978b5a2d0d6c9484b62ea5,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rlang,Functions for Base Types and Core R and 'Tidyverse' Features,0.3.1,"c(
person(""Lionel"", ""Henry"", ,""lionel@rstudio.com"", c(""aut"", ""cre"")),
person(""Hadley"", ""Wickham"", ,""hadley@rstudio.com"", ""aut""),
person(""RStudio"", role = ""cph"")
)","A toolbox for working with base types, core R features
like the condition system, and core 'Tidyverse' features like tidy
evaluation.",GPL-3,UTF-8,true,"http://rlang.r-lib.org, https://github.com/r-lib/rlang",https://github.com/r-lib/rlang/issues,6.1.1,yes,2019-01-04 21:28:51 UTC; lionel,"Lionel Henry [aut, cre],
Hadley Wickham [aut],
RStudio [cph]",Lionel Henry <lionel@rstudio.com>,CRAN,2019-01-08 13:00:03 UTC,2019-01-08 13:02:32,2019-01-08T12:00:03+00:00,58f35460425d475e6a2db267b5039f8f,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rlang,Functions for Base Types and Core R and 'Tidyverse' Features,0.3.2,"c(
person(""Lionel"", ""Henry"", ,""lionel@rstudio.com"", c(""aut"", ""cre"")),
person(""Hadley"", ""Wickham"", ,""hadley@rstudio.com"", ""aut""),
person(""RStudio"", role = ""cph"")
)","A toolbox for working with base types, core R features
like the condition system, and core 'Tidyverse' features like tidy
evaluation.",GPL-3,UTF-8,true,"http://rlang.r-lib.org, https://github.com/r-lib/rlang",https://github.com/r-lib/rlang/issues,6.1.1,yes,2019-03-21 11:02:51 UTC; lionel,"Lionel Henry [aut, cre],
Hadley Wickham [aut],
RStudio [cph]",Lionel Henry <lionel@rstudio.com>,CRAN,2019-03-21 14:50:03 UTC,2019-03-21 16:50:29,2019-03-21T13:50:03+00:00,8aa19d0d6e880a4bf58a320c4e69811c,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rlang,Functions for Base Types and Core R and 'Tidyverse' Features,0.3.3,"c(
person(""Lionel"", ""Henry"", ,""lionel@rstudio.com"", c(""aut"", ""cre"")),
person(""Hadley"", ""Wickham"", ,""hadley@rstudio.com"", ""aut""),
person(""RStudio"", role = ""cph"")
)","A toolbox for working with base types, core R features
like the condition system, and core 'Tidyverse' features like tidy
evaluation.",GPL-3,UTF-8,true,"http://rlang.r-lib.org, https://github.com/r-lib/rlang",https://github.com/r-lib/rlang/issues,6.1.1,yes,2019-03-28 06:30:23 UTC; lionel,"Lionel Henry [aut, cre],
Hadley Wickham [aut],
RStudio [cph]",Lionel Henry <lionel@rstudio.com>,CRAN,2019-03-29 07:40:10 UTC,2019-03-29 10:20:30,2019-03-29T06:40:10+00:00,64d97cf256d5bb1a7a4dccadee7ed41d,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rlang,Functions for Base Types and Core R and 'Tidyverse' Features,0.3.4,"c(
person(""Lionel"", ""Henry"", ,""lionel@rstudio.com"", c(""aut"", ""cre"")),
person(""Hadley"", ""Wickham"", ,""hadley@rstudio.com"", ""aut""),
person(""RStudio"", role = ""cph"")
)","A toolbox for working with base types, core R features
like the condition system, and core 'Tidyverse' features like tidy
evaluation.",GPL-3,UTF-8,true,"http://rlang.r-lib.org, https://github.com/r-lib/rlang",https://github.com/r-lib/rlang/issues,6.1.1,yes,2019-04-02 10:59:01 UTC; lionel,"Lionel Henry [aut, cre],
Hadley Wickham [aut],
RStudio [cph]",Lionel Henry <lionel@rstudio.com>,CRAN,2019-04-07 09:30:15 UTC,2019-04-07 12:08:27,2019-04-07T08:30:15+00:00,c44f84ce72ebc7c3d0d02640c6b12a13,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rlang,Functions for Base Types and Core R and 'Tidyverse' Features,0.4.0,"c(
person(""Lionel"", ""Henry"", ,""lionel@rstudio.com"", c(""aut"", ""cre"")),
person(""Hadley"", ""Wickham"", ,""hadley@rstudio.com"", ""aut""),
person(""RStudio"", role = ""cph"")
)","A toolbox for working with base types, core R features
like the condition system, and core 'Tidyverse' features like tidy
evaluation.",GPL-3,UTF-8,true,"http://rlang.r-lib.org, https://github.com/r-lib/rlang",https://github.com/r-lib/rlang/issues,6.1.1,yes,2019-06-24 21:23:11 UTC; lionel,"Lionel Henry [aut, cre],
Hadley Wickham [aut],
RStudio [cph]",Lionel Henry <lionel@rstudio.com>,CRAN,2019-06-25 07:50:03 UTC,2019-06-25 09:02:21,2019-06-25T06:50:03+00:00,51dfcd0c8e46902a6be97d41639910d5,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rlang,Functions for Base Types and Core R and 'Tidyverse' Features,0.4.1,"c(
person(""Lionel"", ""Henry"", ,""lionel@rstudio.com"", c(""aut"", ""cre"")),
person(""Hadley"", ""Wickham"", ,""hadley@rstudio.com"", ""aut""),
person(""RStudio"", role = ""cph"")
)","A toolbox for working with base types, core R features
like the condition system, and core 'Tidyverse' features like tidy
evaluation.",GPL-3,UTF-8,true,"http://rlang.r-lib.org, https://github.com/r-lib/rlang",https://github.com/r-lib/rlang/issues,6.1.1,yes,2019-10-23 12:16:59 UTC; lionel,"Lionel Henry [aut, cre],
Hadley Wickham [aut],
RStudio [cph]",Lionel Henry <lionel@rstudio.com>,CRAN,2019-10-24 09:20:03 UTC,2019-10-24 11:50:25,2019-10-24T08:20:03+00:00,b55a3340d60789fa201a76bc985e9155,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rlang,Functions for Base Types and Core R and 'Tidyverse' Features,0.4.2,"c(
person(""Lionel"", ""Henry"", ,""lionel@rstudio.com"", c(""aut"", ""cre"")),
person(""Hadley"", ""Wickham"", ,""hadley@rstudio.com"", ""aut""),
person(""RStudio"", role = ""cph"")
)","A toolbox for working with base types, core R features
like the condition system, and core 'Tidyverse' features like tidy
evaluation.",GPL-3,UTF-8,true,"http://rlang.r-lib.org, https://github.com/r-lib/rlang",https://github.com/r-lib/rlang/issues,6.1.1,yes,2019-11-22 16:01:18 UTC; lionel,"Lionel Henry [aut, cre],
Hadley Wickham [aut],
RStudio [cph]",Lionel Henry <lionel@rstudio.com>,CRAN,2019-11-23 11:20:02 UTC,2019-11-23 13:02:24,2019-11-23T10:20:02+00:00,048b5aa06cfa642b924fd42e7592e4d3,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
roxygen2,In-source documentation for R,2.0,NA,"A Doxygen-like in-source documentation system for Rd,<U+000a>collation, and NAMESPACE.",GPL (>= 2),NA,NA,NA,NA,NA,NA,2011-07-14 17:01:58 UTC; hadley,"Hadley Wickham <hadley@rice.edu>, Peter Danenberg<U+000a><pcd@roxygen.org>, Manuel Eugster<U+000a><Manuel.Eugster@stat.uni-muenchen.de>",Hadley Wickham <hadley@rice.edu>,CRAN,2011-07-23 14:42:24,2011-07-23 10:42:27,2011-07-23T14:42:24+00:00,NA,NA,NA,'cache.R' 'description.R' 'parse.R' 'parse-preref.R'<U+000a>'parse-srcref.R' 'parse-registry.R' 'rd-file-api.R'<U+000a>'rd-tag-api.R' 'roclet-collate.R' 'roclet-namespace.R'<U+000a>'roclet-rd.R' 'roclet.R' 'roxygen.R' 'roxygenize.R'<U+000a>'topo-sort.R' 'utils.R' 'template.R' 'rd-parse.R',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
roxygen2,In-source documentation for R,2.1,NA,"A Doxygen-like in-source documentation system for Rd,<U+000a>collation, and NAMESPACE.",GPL (>= 2),NA,NA,NA,NA,NA,NA,2011-07-28 18:59:24 UTC; hadley,"Hadley Wickham <hadley@rice.edu>, Peter Danenberg<U+000a><pcd@roxygen.org>, Manuel Eugster<U+000a><Manuel.Eugster@stat.uni-muenchen.de>",Hadley Wickham <hadley@rice.edu>,CRAN,2011-07-29 05:24:05,2011-07-29 01:24:10,2011-07-29T05:24:05+00:00,NA,NA,NA,'cache.R' 'description.R' 'parse.R' 'parse-preref.R'<U+000a>'parse-srcref.R' 'parse-registry.R' 'rd-file-api.R'<U+000a>'rd-tag-api.R' 'roclet-collate.R' 'roclet-namespace.R'<U+000a>'roclet-rd.R' 'roclet.R' 'roxygen.R' 'roxygenize.R'<U+000a>'topo-sort.R' 'utils.R' 'template.R' 'rd-parse.R',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
roxygen2,In-source documentation for R,2.2,NA,"A Doxygen-like in-source documentation system<U+000a>for Rd, collation, and NAMESPACE.",GPL (>= 2),NA,NA,NA,NA,NA,NA,2011-11-11 20:18:38 UTC; hadley,"Hadley Wickham <hadley@rice.edu>, Peter Danenberg<U+000a><pcd@roxygen.org>, Manuel Eugster<U+000a><Manuel.Eugster@stat.uni-muenchen.de>",Hadley Wickham <hadley@rice.edu>,CRAN,2011-11-12 16:15:38,2011-11-12 11:15:39,2011-11-12T16:15:38+00:00,NA,NA,NA,'cache.R' 'description.R' 'parse.R' 'parse-preref.R'<U+000a>'parse-srcref.R' 'parse-registry.R' 'rd-file-api.R'<U+000a>'rd-tag-api.R' 'roclet-collate.R' 'roclet-namespace.R'<U+000a>'roclet-rd.R' 'roclet.R' 'roxygen.R' 'roxygenize.R'<U+000a>'topo-sort.R' 'utils.R' 'template.R' 'rd-parse.R',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
roxygen2,In-source documentation for R,2.2.1,NA,"A Doxygen-like in-source documentation system<U+000a>for Rd, collation, and NAMESPACE.",GPL (>= 2),NA,NA,NA,NA,NA,NA,2011-11-18 16:17:35 UTC; hadley,"Hadley Wickham <hadley@rice.edu>, Peter Danenberg<U+000a><pcd@roxygen.org>, Manuel Eugster<U+000a><Manuel.Eugster@stat.uni-muenchen.de>",Hadley Wickham <hadley@rice.edu>,CRAN,2011-11-19 09:56:42,2011-11-19 04:56:44,2011-11-19T09:56:42+00:00,NA,NA,NA,'cache.R' 'description.R' 'parse.R' 'parse-preref.R'<U+000a>'parse-srcref.R' 'parse-registry.R' 'rd-file-api.R'<U+000a>'rd-tag-api.R' 'roclet-collate.R' 'roclet-namespace.R'<U+000a>'roclet-rd.R' 'roclet.R' 'roxygen.R' 'roxygenize.R'<U+000a>'topo-sort.R' 'utils.R' 'template.R' 'rd-parse.R',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
roxygen2,In-source documentation for R,2.2.2,NA,"A Doxygen-like in-source documentation system<U+000a>for Rd, collation, and NAMESPACE.",GPL (>= 2),NA,NA,NA,NA,NA,NA,2011-11-30 20:17:22 UTC; hadley,"Hadley Wickham <hadley@rice.edu>, Peter Danenberg<U+000a><pcd@roxygen.org>, Manuel Eugster<U+000a><Manuel.Eugster@stat.uni-muenchen.de>",Hadley Wickham <hadley@rice.edu>,CRAN,2011-12-01 08:00:23,2011-12-01 03:00:24,2011-12-01T08:00:23+00:00,NA,NA,NA,'cache.R' 'description.R' 'parse.R' 'parse-preref.R'<U+000a>'parse-srcref.R' 'parse-registry.R' 'rd-file-api.R'<U+000a>'rd-tag-api.R' 'roclet-collate.R' 'roclet-namespace.R'<U+000a>'roclet-rd.R' 'roclet.R' 'roxygen.R' 'roxygenize.R'<U+000a>'topo-sort.R' 'utils.R' 'template.R' 'rd-parse.R',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
